bibtex_key,title,selection_criteria,status,comments
LI2019126,Efficient live virtual machine migration for memory write-intensive workloads,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
ZHANG2018369,Making sense of performance in in-memory computing frameworks for scientific data analysis: A case study of the spark system,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
WAN201716,Optimizing checkpoint data placement with guaranteed burst buffer endurance in large-scale hierarchical storage systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
YANG2018612,SADUS: Secure data deletion in user space for mobile devices,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
wang_enhancing_2015,Enhancing {I}/{O} {Scheduler} {Performance} by {Exploiting} {Internal} {Parallelism} of {SSDs},S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(SBIOS)]-[SSD[O.S.(Linux)][rd(IntelSSD)]]-[SSD]
[Scheduler]-[N]-[Fio&SPC(Financial1&Financial2&Web1&Web2&Web3)]"
hutchison_lb-logging:_2012,{LB}-{Logging}: {A} {Highly} {Efficient} {Recovery} {Technique} for {Flash}-{Based} {Database},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
han_maiterstore:_2014,"{MaiterStore}: {A} {Hot}-{Aware}, {High}-{Performance} {Key}-{Value} {Store} for {Graph} {Processing}",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
narasimhan_scalable_2012,A {Scalable} {Inline} {Cluster} {Deduplication} {Framework} for {Big} {Data} {Protection},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_pahdfs:_2015,{PAHDFS}: {Preference}-{Aware} {HDFS} for {Hybrid} {Storage},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
taufer_investigating_2016,Investigating {Read} {Performance} of {Python} and {NetCDF} {When} {Using} {HPC} {Parallel} {Filesystems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_dynamic_2014,Dynamic {Stripe} {Management} {Mechanism} in {Distributed} {File} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
kunkel_hpc_2017,{HPC} {I}/{O} in the {Data} {Center} {Workshop} ({HPC}-{IODC}),The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
ding_storage_2010,Storage {Device} {Performance} {Prediction} with {Selective} {Bagging} {Classification} and {Regression} {Tree},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
zhan_efficient_2014,Efficient {HTTP} {Based} {I}/{O} on {Very} {Large} {Datasets} for {High} {Performance} {Computing} with the {Libdavix} {Library},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_micro-benchmark_2014,A {Micro}-benchmark {Suite} for {Evaluating} {HDFS} {Operations} on {Modern} {Clusters},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
agrawal_towards_2011,Towards {Analytics}-as-a-{Service} {Using} an {In}-{Memory} {Column} {Database},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
wang_efficient_2015,Efficient {Space} {Management} and {Wear} {Leveling} for {PCM}-{Based} {Storage} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
taufer_early_2016,Early {Evaluation} of the “{Infinite} {Memory} {Engine}” {Burst} {Buffer} {Solution},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
renz_cost-aware_2015,A {Cost}-aware {Buffer} {Management} {Policy} for {Flash}-based {Storage} {Devices},S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(CARF)]-[SSD[File System(OS File System)][rd(SamsungSSD_SamSungSSD)]]-[SSD]
[buffering]-[N]-[TATP&TPC(TPC-B&TPC-C)&Synthetic]"
park_stable_2015,Stable {HPC} {Cluster} {Management} {Scheme} through {Performance} {Evaluation},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
kunkel_gpu_2017,{GPU} {Erasure} {Coding} for {Campaign} {Storage},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
gervasi_transparent_2016,A {Transparent} {Accelerating} {Software} {Architecture} for {Network} {Storage} {Based} on {Multi}-core {Heterogeneous} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
narasimhan_taking_2012,Taking {Garbage} {Collection} {Overheads} {Off} the {Critical} {Path} in {SSDs},S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(AGC)&(DGC)]-[Flash Memory[simulator(built simulator)][sd(built simulator)]]-[SSD]
[garbage collector& tree]-[N]-[specific]"
yokota_benefit_2018,Benefit of {DDN}’s {IME}-{FUSE} for {I}/{O} {Intensive} {HPC} {Applications},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
thomas_light-weight_2011,Light-{Weight} {Parallel} {I}/{O} {Analysis} at {Scale},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_mc-rais:_2015,{MC}-{RAIS}: {Multi}-chunk {Redundant} {Array} of {Independent} {SSDs} with {Improved} {Performance},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(MC-RAIS)]-[Storage Systems-RAIS[simulator(MICROSOFTSSDSIM)][ssee(MICROSOFTSSDSIM)]]-[SSD]
[garbage collection]-[N]-[MSR(proj_0&stg_0&hm_0)]"
resch_feasibility_2015-1,Feasibility {Study} of a {Future} {HPC} {System} for {Memory}-{Intensive} {Applications}: {Final} {Report},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[report]
han_framework_2014,A {Framework} to {Measure} {Storage} {Utilization} in {Cloud} {Storage} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
corchado_random_2009,Random r-{Continuous} {Matching} {Rule} for {Immune}-{Based} {Secure} {Storage} {System},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yokota_exploring_2018,Exploring {Scientific} {Application} {Performance} {Using} {Large} {Scale} {Object} {Storage},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
bellatreche_characterization_2011,Characterization of {OLTP} {I}/{O} {Workloads} for {Dimensioning} {Embedded} {Write} {Cache} for {Flash} {Memories}: {A} {Case} {Study},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
dou_high_2009,High {Performance} {Support} of {Lustre} over {Customized} {HSNI} for {HPC},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yokota_tools_2018,Tools for {Analyzing} {Parallel} {I}/{O},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_load-aware_2011,A {Load}-{Aware} {Data} {Placement} {Policy} on {Cluster} {File} {System},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_or-tree:_2012,{OR}-{Tree}: {An} {Optimized} {Spatial} {Tree} {Index} for {Flash}-{Memory} {Storage} {Systems},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(OR-tree)]-[HPC[general-hardware(Flash)][ssee(Flash-DBSim)]]-[SSD]
[tree]-[N]-[specific]"
tang_optimizing_2019,Optimizing {Data} {Placement} on {Hierarchical} {Storage} {Architecture} via {Machine} {Learning},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
lopes_virtual_2014,Virtual {Cluster} {Deployment} with {Dynamically} {Detachable} {Remote} {Shared} {Storage},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
yokota_ioscope:_2018,{IOscope}: {A} {Flexible} {I}/{O} {Tracer} for {Workloads}’ {I}/{O} {Pattern} {Characterization},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(IOscope)]-[HPC[O.S.(Linux)][rhee(Grid’5000)]]-[HDD&SSD]
[IO characterization]-[N]-[FIO]"
yu_distributed_2018,Distributed {Cooperative} {Storage} {Management} {Framework} for {Big} {Data} in {Satellite} {Network} {Operation} and {Maintenance},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yokota_experiences_2018,Experiences of {Converging} {Big} {Data} {Analytics} {Frameworks} with {High} {Performance} {Computing} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_lubase:_2015,{LuBase}: {A} {Search}-{Efficient} {Hybrid} {Storage} {System} for {Massive} {Text} {Data},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yuan_cache_2013,A {Cache} {Management} {Strategy} for {Transparent} {Computing} {Storage} {System},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
wen_adaptive_2014,An {Adaptive} {Unified} {Storage} {Scheme} for {Heterologous} and {Heterogeneous} {Data} in {Cloud} {Center},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_hb-storage:_2013,{HB}-{Storage}: {Optimizing} {SSDs} with a {HDD} {Write} {Buffer},ARCHITECTURE,Accepted,"[(HB-Storage)]-[(Storage System)[rsee(1d1sd)]]-[HDD&SSD]
[tree]-[N]-[specific]"
hutchison_experimental_2013,Experimental {Evaluation} of the {Performance}-{Influencing} {Factors} of {Virtualized} {Storage} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_sfcm:_2013,{SFCM}: {A} {SSD}-{Friendly} {Cache} {Management} {Policy} for {Hybrid} {Storage} {Systems},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(SFCM)]-[Storage Systems[simulator(DiskSim)][ssee(DiskSim)]]-[HDD&SSD&Memory]
[caching]-[N]-[TPC(TPC-C)]"
hu_method_2020,Method of {Distributed} {Two}-{Level} {Storage} {System} {Management} in a {Data} {Center},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
da_silva_towards_2019,Towards {Automated} {Configuration} of {Cloud} {Storage} {Gateways}: {A} {Data} {Driven} {Approach},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
barolli_hpc_2020,"{HPC}, {Cloud} and {Big}-{Data} {Convergent} {Architectures}: {The} {LEXIS} {Approach}",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_comprehensive_2014,Comprehensive {Analytics} of {Large} {Data} {Query} {Processing} on {Relational} {Database} with {SSDs},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
hutchison_e-hash:_2012,E-{HASH}: {An} {Energy}-{Efficient} {Hybrid} {Storage} {System} {Composed} of {One} {SSD} and {Multiple} {HDDs},ARCHITECTURE,Accepted,"[(E-HASH)]-[(Storage System)[ssee(DiskSim)]]-[HDD&SSD]
[architecture]-[Y]-[specific]"
hutchison_understanding_2014,Understanding {Vertical} {Scalability} of {I}/{O} {Virtualization} for {MapReduce} {Workloads}: {Challenges} and {Opportunities},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_orthrus:_2014,Orthrus: {A} {Framework} for {Implementing} {Efficient} {Collective} {I}/{O} in {Multi}-core {Clusters},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(Orthrus)]-[Cluster[Applications(ROMIO)][rsee(17n)]]-[HDD]
[collective IO]-[N]-[specific]"
jeong_clostor:_2014,{CloStor}: {A} {Cloud} {Storage} {System} for {Fast} {Large}-{Scale} {Data} {I}/{O},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(CloStor)]-[cloud[nf(not found)][rsee(11n)]]-[HDD]
[data management]-[N]-[specific]"
hartmann_cost_2016,A {Cost} {Model} for {DBaaS} {Storage},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
silva_applying_2014,Applying {Selectively} {Parallel} {I}/{O} {Compression} to {Parallel} {Storage} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
qiang_unio:_2015,{UNIO}: {A} {Unified} {I}/{O} {System} {Framework} for {Hybrid} {Scientific} {Workflow},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yokota_performance_2018,On the {Performance} of {Spark} on {HPC} {Systems}: {Towards} a {Complete} {Picture},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
ding_improve_2010,Improve {Throughput} of {Storage} {Cluster} {Interconnected} with a {TCP}/{IP} {Network} {Using} {Intelligent} {Server} {Grouping},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
cesar_trace-based_2009,Trace-{Based} {Analysis} and {Optimization} for the {Semtex} {CFD} {Application} – {Hidden} {Remote} {Memory} {Accesses} and {I}/{O} {Performance},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
barolli_research_2020,Research {Characterization} on {I}/{O} {Improvements} of {Storage} {Environments},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_vmar:_2013,{VMAR}: {Optimizing} {I}/{O} {Performance} and {Resource} {Utilization} in the {Cloud},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(VMAR)]-[cloud[Virtualization(QEMU)][rsee(2s)]]-[HDD&cache]
[caching]-[N]-[specific]"
hutchison_automated_2010,Automated {Tracing} of {I}/{O} {Stack},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_probabilistic_2013,A {Probabilistic} {Data} {Replacement} {Strategy} for {Flash}-{Based} {Hybrid} {Storage} {System},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(HyPro)]-[Storage systems[nf(not found)][rsee(1pc)]]-[HDD&SSD&Memory]
[data management]-[N]-[TPC(TPC-B)&TATP&MLK(making Linux kernel)]"
wang_fusion-cache:_2015,Fusion-{Cache}: {A} {Refactored} {Content}-{Aware} {Host}-{Side} {SSD} {Cache},ARCHITECTURE,Accepted,"[(Fusion-Cache)]-[(Storage System)[ssee(FlashSim)]]-[SSD&Cache]
[deduplication]-[N]-[FIU(web&home&mail)]"
zheng_editors_2011,Editor’s note,the paper is not a primary study,Rejected,
nam_analyzing_2012,Analyzing design choices for distributed multidimensional indexing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[IO?]"
ahmet_adaptive_2014,An adaptive range-query optimization technique with distributed replicas,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[IO?]"
noauthor_journal_2017,{JOURNAL} {OF} {COMPUTER} {SCIENCE} {AND} {TECHNOLOGY},the paper is not a primary study,Rejected,
savin_joint_2019,Joint {Supercomputer} {Center} of the {Russian} {Academy} of {Sciences}: {Present} and {Future},The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[IO?]"
xu_reducing_2016,Reducing {Synchronization} {Cost} for {Single}-{Level} {Store} in {Mobile} {Systems},H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[non-volatile STT-RAM as scratchpad memory]-[Storage Systems[Exynos 5420 board][rsee(sp)]]-[STT-RAM&DRAM]
[hardware concerning]-[N]-[Mobibench&SQLite]"
resch_feasibility_2015,Feasibility {Study} of a {Future} {HPC} {System} for {Memory} {Intensive} {Applications}: {Conceptual} {Design} of {Storage} {System},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
chen_q-learning-based_2018,A {Q}-learning-based network content caching method,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
armstrong_contextualization:_2015,Contextualization: dynamic configuration of virtual machines,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
cox_iridis-pi:_2014,"Iridis-pi: a low-cost, compact demonstration cluster",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
issa_performance_2016,Performance characterization and analysis for {Hadoop} {K}-means iteration,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
chae_performance_2019,A performance comparison of linux containers and virtual machines using {Docker} and {KVM},The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[I/O?]"
feng_effective_2017,Effective optimizations of cluster-based nearest neighbor search in high-dimensional space,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
munch_gefahrdungsanalyse_2011,Eine {Gefährdungsanalyse} von {Private} {Clouds}: {Sichere} {Virtualisierung} als {Grundlage} für sichere {Private} {Cloud}-{Umgebungen},The paper are not described in English,Rejected,[German]
chen_integrated_2009,Integrated research of parallel computing: {Status} and future,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[I/O?]
[device?]"
xiaokang_efficient_2019,An efficient {LSH} indexing on discriminative short codes for high-dimensional nearest neighbors,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
kim_cost_2019,Cost analysis of erasure coding for exa-scale storage,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
liu_data_2015,Data {Reduction} {Analysis} for {Climate} {Data} {Sets},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
cheng_development_2015,Development of a {Construction} {Quality} {Supervision} {Collaboration} {System} {Based} on a {SaaS} {Private} {Cloud},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
zhu_fault-tolerant_2019,Fault-tolerant precise data access on distributed log-structured merge-tree,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
LI201644,A user-visible solid-state storage system with software-defined fusion methods for PCM and NAND flash,ARCHITECTURE,Accepted,"[(DSAL-SSD)]-[(Storage System)[rsee(1s)]]-[PCM&Flash]
[storage]-[N]-[SPC(Financial1&Financial2)&SNIA(MSN-FS&RADIUS)]"
jo_efficient_2018,Efficient processing of recommendation algorithms on a single-machine-based graph engine,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
PARK2011354,A comprehensive study of energy efficiency and performance of flash-based SSD,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
ITANI201784,Dynamic single node failure recovery in distributed storage systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
NAGWANSHI2016153,Novel Framework for Efficient Data Transfer (EDT),The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
MARTI2017129,Dataclay: A distributed data store for effective inter-player data sharing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
LIU201578,Low-cost high performance distributed data storage for multi-channel observations,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
ZHOU2018409,Improving big data storage performance in hybrid environment,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
LIANG201925,CARS: A contention-aware scheduler for efficient resource management of HPC storage systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(CARS)]-[HPC[Storage Systems(storage system)][rhee(Cori Cray XC40)]]-[SSD]
[contention]-[N]-[IOR]"
JU200929,Performance Comparison of IP-Networked Storage,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
XU2018527,Incremental encoding for erasure-coded cross-datacenters cloud storage,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[Incremental encoding]-[cloud[File System(Hadoop)][rsee(30s)]]-[HDD]
[encoding]-[N]-[specific]"
DENG20092494,Exploiting the performance gains of modern disk drives by enhancing data locality,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
FLOURIS2010800,Extensible block-level storage virtualization in cluster-based systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
IM2010641,ComboFTL: Improving performance and lifespan of MLC flash memory using SLC flash buffer,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(ComboFTL)]-[Flash memory[simulator(built simulator)][sd(built simulator)]]-[Flash]
[FTL]-[N]-[IOzone&Phone&PC]"
AMBAREESH2016125,A Cached Middleware to Improve I/O Performance Using POSIX Interface,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(HyCache+)]-[HPC[Storage Systems(storage system)][rhee(IBM BlueGene/P)]]-[Cache]
[caching]-[N]-[specific]"
RODRIGODURO201752,Experimental evaluation of a flexible I/O architecture for accelerating workflow engines in ultrascale environments,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
NIKOLOW2013100,Model of QoS Management in a Distributed Data Sharing and Archiving System,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
6114507,On-Chip Programmable Dual-Capture for Double Data Rate Interface Timing Test,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
IANNONE2018354,MARCONI-FUSION: The new high performance computing facility for European nuclear fusion modelling,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5713163,Low-overhead diskless checkpoint for hybrid computing systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
6650911,Programming Support for Speculative Execution with Software Transactional Memory,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8891029,STASH : Fast Hierarchical Aggregation Queries for Effective Visual Spatiotemporal Explorations,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7832826,Optimal scheduling of in-situ analysis for large-scale scientific simulations,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6012907,Uncoordinated Checkpointing Without Domino Effect for Send-Deterministic MPI Applications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6483374,An optimized distributed video-on-demand streaming system: Theory and design,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
5366973,A simulation approach to evaluating design decisions in MapReduce setups,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7372277,An Intersection Cache Based on Frequent Itemset Mining in Large Scale Search Engines,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8416352,SSD-Insider: Internal Defense of Solid-State Drive against Ransomware with Perfect Data Recovery,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
8425173,Scheduling Parallel Tasks under Multiple Resources: List Scheduling vs. Pack Scheduling,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7030467,High Performance SQL,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8001426,Evaluation of the hardwired sequence control system generated by high-level synthesis,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7498262,ICE: Managing cold state for big data applications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7056740,Accelerating the Massive VMs Booting Up,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
5474155,Using Index in the MapReduce Framework,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5617032,WORM-Based Data Protection Approach,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
4810859,A data compression method for impulse response deformation model,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
6307754,Rebound: Scalable checkpointing for coherent shared memory,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7832825,Smart: a MapReduce-like framework for in-situ scientific analytics,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7032673,Accelerating functional verification of PCI express endpoint by emulating host system using PCI express core,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6012834,The Evaluation of an Effective Out-of-Core Run-Time System in the Context of Parallel Mesh Generation,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
7001367,Using multi-level cell STT-RAM for fast and energy-efficient local checkpointing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5958070,Complex Service Management in a Hybrid Cloud,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5644881,A Block-Oriented Language and Runtime System for Tensor Algebra with Very Large Arrays,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
5284357,Using Graphics Processors to Accelerate the Solution of Out-of-Core Linear Systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6614174,Profiling and Improving I/O Performance of a Large-Scale Climate Scientific Application,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8425555,Transferring Data from High-Performance Simulations to Extreme Scale Analysis Applications in Real-Time,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8352544,FlameDB: A Key-Value Store With Grouped Level Structure and Heterogeneous Bloom Filter,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6916561,Dictionary symbol encoding: A column-store case study,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6702681,A case of system-wide power management for scientific applications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6468542,"Parallel I/O, analysis, and visualization of a trillion particle simulation",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6571899,3D stacking for multi-core architectures: From WIDEIO to distributed caches,H2H-IO -Hard-2-improve-IO-on-Hardware,Accepted,"[A hardware implementation of a 1 MB cache tile]-[28nm STMicroelectronics CMOS LP process]-[SRAM]
[memory concerning]-[Y]-[specific]"
5644889,Automatic Run-time Parallelization and Transformation of I/O,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6332214,Using Direct Cache Access Combined with Integrated NIC Architecture to Accelerate Network Processing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7338368,Arria™ 10 device architecture,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8411063,HPDV:A Highly Parallel Deduplication Cluster for Virtual Machine Images,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8890158,Efficient Encoding and Reconstruction of HPC Datasets for Checkpoint/Restart,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
8603156,Task Runtime Prediction in Scientific Workflows Using an Online Incremental Learning Approach,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6394265,A Live Migration Strategy for Virtual Machine Based on Performance Predicting,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[IO?]
6468460,Alleviating scalability issues of checkpointing protocols,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8064470,How to improve the performance of browsers with NVRAM,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
6114407,Simplified parallel domain traversal,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6569797,Towards Scalable Checkpoint Restart: A Collective Inline Memory Contents Deduplication Proposal,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6337790,SDM: A Stripe-Based Data Migration Scheme to Improve the Scalability of RAID-6,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
8025314,PDS: An I/O-Efficient Scaling Scheme for Parity Declustered Data Layout,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
6679891,A Case for Heterogeneous Flash in the Datacenter,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[propose?]
4798271,Characterization of Direct Cache Access on multi-core systems and 10GbE,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7405524,High performance fault-tolerance for clouds,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
6488061,Secure Co-resident virtualization in multicore systems by VM pinning and page coloring,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[IO?]
5433190,"Comparing the performance of clusters, Hadoop, and Active Disks on microarray correlation computations",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O]
8451966,Persistent Octrees for Parallel Mesh Refinement through Non-Volatile Byte-Addressable Memory,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7113370,A comparison of adaptive radix trees and hash tables,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7459562,"FLIC: Fast, lightweight checkpointing for mobile virtualization using NVRAM",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7830493,Topology-Aware Data Aggregation for Intensive I/O on Large-Scale Supercomputers,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
4674349,Managing Frequent Updates in R-Trees for Update-Intensive Applications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
8026863,ISM- An Intra-Stripe Data Migration Approach for RAID-5 Scaling,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(ISM)]-[Storage Systems-RAID5[nf(not found)][ssee(DiskSim)]]-[HDD]
[data management]-[N]-[SPC(Financial)&WebSearch]"
